0.270157;0.272742;0.274574;0.272153;0.280659;0.270070;0.275734;0.274136;0.273726;0.267468;0.277356;0.278760;0.277100;0.271427;0.270087;0.288500;0.276890;0.288514;0.272122;0.269538;0.270053;0.278640;0.277305;0.288740;0.279319;0.276677;0.268920;0.272965;0.283315;0.271921;0.280486;0.266018;0.274794;0.276129;0.284135;0.284535;0.274057;0.273845;0.266050;0.275627;0.267050;0.269574;0.277366;0.276784;0.278806;0.274557;0.279411;0.266011;0.283166;0.271590;0.269911;0.265048;0.269336;0.281685;0.285060;0.278786;0.267992;0.268067;0.265764;0.275998;0.273161;0.277520;0.270890;0.279418;0.268454;0.271354;0.276584;0.275993;0.289281;0.273247;0.272418;0.278186;0.272453;0.272452;0.271166;0.284509;0.277636;0.284230;0.277067;0.274104;0.263703;0.270985;0.270652;0.272390;0.275542;0.278358;0.267345;0.276658;0.278330;0.268933;0.276575;0.271505;0.275611;0.273616;0.284020;0.273368;0.279430;0.268466;0.280765;0.274929
0.160845;0.171854;0.161271;0.167916;0.166028;0.164973;0.172154;0.171507;0.165613;0.173492;0.166279;0.158594;0.163315;0.171170;0.163219;0.172231;0.168661;0.173328;0.170351;0.159669;0.167396;0.161296;0.164304;0.161198;0.168193;0.161389;0.164455;0.161126;0.163651;0.161614;0.164704;0.162438;0.162142;0.169809;0.180697;0.166893;0.162629;0.164160;0.169923;0.165135;0.163447;0.165133;0.171530;0.176246;0.173775;0.160525;0.168230;0.157729;0.168140;0.168210;0.166307;0.173139;0.162518;0.166340;0.169825;0.175950;0.163659;0.168328;0.160625;0.164519;0.172259;0.168558;0.171445;0.167730;0.164407;0.159176;0.175262;0.160497;0.162896;0.167080;0.160404;0.166339;0.159108;0.165850;0.161822;0.167857;0.165210;0.175284;0.165544;0.164681;0.157721;0.161759;0.167933;0.164739;0.162397;0.164966;0.163441;0.161676;0.167973;0.161518;0.166614;0.166012;0.160815;0.163156;0.170647;0.167197;0.166503;0.162020;0.167942;0.173327
0.138043;0.132701;0.142206;0.133091;0.135667;0.132549;0.137638;0.134277;0.140238;0.140921;0.137616;0.139658;0.144608;0.130425;0.134861;0.137703;0.137924;0.151819;0.138398;0.141304;0.132276;0.152191;0.132569;0.133740;0.135752;0.131838;0.132717;0.134724;0.134633;0.130370;0.142919;0.133412;0.129710;0.138672;0.132485;0.130831;0.137574;0.133676;0.130559;0.129308;0.146345;0.144834;0.146614;0.136598;0.134872;0.139798;0.132634;0.133092;0.139817;0.129775;0.141250;0.135205;0.140520;0.149715;0.139305;0.135641;0.142028;0.145718;0.130399;0.149733;0.135098;0.138948;0.156393;0.132749;0.149020;0.137943;0.130947;0.141254;0.147321;0.144945;0.143418;0.152492;0.135831;0.132725;0.130941;0.138469;0.138452;0.130555;0.148443;0.156353;0.134388;0.152947;0.131350;0.134217;0.136439;0.138870;0.135324;0.150829;0.140586;0.129682;0.136584;0.138721;0.142687;0.156987;0.145606;0.136270;0.145953;0.135455;0.140017;0.134533
0.140374;0.124990;0.154010;0.135349;0.150249;0.146821;0.135827;0.127997;0.128375;0.132836;0.135326;0.147983;0.131344;0.123371;0.117827;0.125925;0.126294;0.133267;0.132015;0.145548;0.127514;0.129891;0.132256;0.117264;0.149987;0.130057;0.130853;0.142779;0.124425;0.127753;0.149381;0.118110;0.118204;0.131361;0.128013;0.155781;0.121051;0.122127;0.136826;0.135581;0.137777;0.147639;0.136271;0.159343;0.133066;0.124676;0.133738;0.132124;0.120653;0.130471;0.155068;0.153325;0.133409;0.133521;0.126651;0.134471;0.137775;0.129097;0.126749;0.128412;0.124534;0.128015;0.147106;0.118679;0.118897;0.144794;0.125567;0.126035;0.144945;0.130196;0.155993;0.122822;0.143416;0.120304;0.122216;0.124037;0.144897;0.139515;0.127523;0.129927;0.129049;0.146580;0.121425;0.127259;0.134349;0.132631;0.134053;0.127069;0.135330;0.124149;0.124166;0.147644;0.129853;0.119098;0.143810;0.127982;0.140015;0.131333;0.143830;0.120282
0.142210;0.129323;0.136808;0.138345;0.146395;0.133472;0.127178;0.130750;0.143001;0.144771;0.123725;0.125406;0.125307;0.141930;0.118890;0.139094;0.138114;0.124170;0.128382;0.128163;0.131277;0.142763;0.137010;0.133203;0.139792;0.127504;0.117727;0.138095;0.134094;0.114547;0.150155;0.131045;0.139573;0.132699;0.134400;0.141342;0.131504;0.114454;0.132804;0.141802;0.145909;0.146806;0.127847;0.155525;0.136257;0.121991;0.125644;0.128115;0.126712;0.125339;0.143663;0.126196;0.128926;0.116950;0.121307;0.126987;0.123609;0.120557;0.155637;0.120290;0.126051;0.136124;0.139236;0.137950;0.129261;0.126079;0.127315;0.153244;0.127466;0.129931;0.141827;0.128653;0.129193;0.147090;0.126841;0.154313;0.140995;0.143155;0.130727;0.121932;0.142681;0.126427;0.138151;0.139335;0.127464;0.138083;0.118690;0.127728;0.125910;0.118717;0.138448;0.143430;0.146732;0.142339;0.128175;0.116502;0.138246;0.136607;0.127244;0.123623
0.128591;0.131597;0.131637;0.167921;0.158992;0.136175;0.173815;0.140680;0.151215;0.123229;0.151595;0.131823;0.129542;0.121566;0.165342;0.123445;0.151138;0.175963;0.121651;0.122472;0.122588;0.134381;0.123979;0.170375;0.163557;0.148568;0.148635;0.165305;0.168275;0.126561;0.149352;0.162774;0.149110;0.128040;0.136603;0.148041;0.165854;0.121775;0.164554;0.174957;0.133936;0.152815;0.154075;0.132517;0.165356;0.122066;0.131476;0.185410;0.173782;0.145358;0.123747;0.121958;0.163655;0.133391;0.122855;0.168490;0.139911;0.129166;0.160608;0.179477;0.126831;0.148737;0.168364;0.130937;0.133516;0.121924;0.122446;0.156000;0.132690;0.130980;0.120441;0.125012;0.141698;0.139763;0.124767;0.122031;0.121944;0.128730;0.121515;0.133446;0.140103;0.135088;0.136199;0.161044;0.164165;0.148788;0.144547;0.152398;0.122149;0.141154;0.180260;0.136435;0.141613;0.127868;0.170994;0.149334;0.124268;0.143679;0.160070;0.126146
0.140033;0.175892;0.149120;0.174317;0.136548;0.174470;0.122746;0.171608;0.166396;0.119165;0.120273;0.128539;0.164178;0.188212;0.141105;0.125648;0.171962;0.126984;0.144869;0.135400;0.182850;0.118749;0.173241;0.126098;0.178018;0.158149;0.155840;0.171448;0.131684;0.142120;0.167834;0.165125;0.118299;0.172985;0.118767;0.178772;0.174678;0.135760;0.173079;0.168270;0.131527;0.128447;0.146560;0.171977;0.132266;0.131461;0.118431;0.172347;0.173699;0.118922;0.173528;0.170016;0.172269;0.173064;0.153161;0.122202;0.129567;0.133747;0.134460;0.159306;0.134095;0.175416;0.172726;0.132529;0.173707;0.120021;0.169282;0.145899;0.172880;0.174305;0.171887;0.120557;0.146740;0.172269;0.118556;0.121166;0.163771;0.169859;0.161940;0.133949;0.135624;0.175704;0.121906;0.171659;0.129483;0.135101;0.120088;0.173715;0.172064;0.129340;0.175253;0.173958;0.118886;0.124475;0.124496;0.163285;0.123893;0.162535;0.134279;0.119013
0.170665;0.139642;0.116692;0.170256;0.150499;0.148710;0.150972;0.169486;0.115528;0.171272;0.130623;0.171432;0.172521;0.162308;0.169408;0.125343;0.170172;0.135028;0.172376;0.162508;0.184687;0.116352;0.149328;0.169418;0.170726;0.185522;0.170073;0.164399;0.139994;0.173721;0.129252;0.169896;0.169408;0.118971;0.171255;0.124894;0.169744;0.122311;0.145855;0.158133;0.156768;0.164511;0.142016;0.138952;0.172186;0.173674;0.172018;0.169366;0.169872;0.134382;0.118064;0.134094;0.171897;0.172425;0.173623;0.127590;0.120064;0.170908;0.154365;0.130854;0.173977;0.172423;0.119929;0.130810;0.171570;0.173460;0.171993;0.143638;0.170135;0.170803;0.185961;0.115386;0.171262;0.164403;0.134177;0.169841;0.170376;0.169467;0.169614;0.143222;0.165478;0.170880;0.166032;0.170644;0.169807;0.170233;0.131041;0.144205;0.172948;0.161954;0.162662;0.171535;0.128905;0.169537;0.172156;0.170292;0.133448;0.171978;0.169273;0.168157
0.166492;0.161256;0.139110;0.139113;0.166247;0.170691;0.120797;0.136180;0.164007;0.115257;0.113716;0.165835;0.154790;0.170348;0.123797;0.167517;0.133422;0.168228;0.168698;0.150170;0.117183;0.167474;0.166700;0.167889;0.173541;0.151325;0.153360;0.115585;0.126965;0.173948;0.170799;0.166358;0.122912;0.158981;0.117454;0.166473;0.114863;0.162219;0.167501;0.165935;0.169572;0.167911;0.131971;0.116790;0.167807;0.168366;0.169200;0.119800;0.146034;0.167423;0.171736;0.167108;0.167403;0.164709;0.162327;0.165215;0.168697;0.169051;0.168819;0.172916;0.162459;0.146373;0.166782;0.167221;0.115481;0.112241;0.171136;0.114917;0.117771;0.168277;0.116785;0.125710;0.168556;0.154097;0.159584;0.126239;0.167749;0.152318;0.124729;0.170368;0.139583;0.171192;0.173643;0.141451;0.171126;0.167121;0.168790;0.170708;0.168074;0.171838;0.117068;0.124260;0.170096;0.170294;0.127921;0.165534;0.117120;0.137294;0.130566;0.150478
0.115168;0.117906;0.176233;0.178888;0.181132;0.176675;0.117229;0.156268;0.130622;0.147103;0.126190;0.163735;0.182813;0.174594;0.120922;0.179396;0.115963;0.181583;0.179870;0.175062;0.181357;0.133660;0.162727;0.174746;0.181251;0.135861;0.120053;0.175570;0.166521;0.176429;0.119928;0.142331;0.180681;0.179745;0.128280;0.182263;0.120123;0.181082;0.175901;0.175630;0.176415;0.151207;0.178526;0.180862;0.175966;0.115290;0.177141;0.175858;0.120730;0.182045;0.175620;0.120616;0.176405;0.177561;0.155258;0.177111;0.173555;0.177619;0.173995;0.179837;0.178013;0.176150;0.178842;0.178318;0.174103;0.129546;0.119452;0.136091;0.179064;0.119582;0.151213;0.150140;0.120144;0.174627;0.154407;0.180038;0.155325;0.159324;0.154530;0.181433;0.183153;0.177829;0.177691;0.176478;0.164577;0.129513;0.141289;0.174642;0.179591;0.175977;0.120793;0.138529;0.181877;0.131386;0.116275;0.120231;0.173892;0.117923;0.179801;0.140439
